isbn13,title,sell px,offers,90d,stock,asr
9781907475054,Charlotte's Awakening,7.79,4,0,102,3584110
9781841950532,Bad Sister - An Emma Tennant Omnibus,6.3,3,2,56,1367962
9781841959382,Missing,6.29,1,0,2,3584673
9780571234097,Collected Film Poetry,5.44,14,2,1165,1082841
9780571228171,Birthdays,3.7,3,0,1017,10974174
9780099443575,Bethany Bettany,4.34,3,1,110,2635398
9780434013043,Betrayal,7.35,2,0,4,8610532
9781899344444,Blood Brothers (Bloodlines S.),4.99,4,0,1104,3757558
9781562011185,Crimson Hairs: An Erotic Mystery Story,5.39,1,0,3,7248394
9780753801970,Curtains,4.99,1,0,2,4739187
9780099488873,Dancing in the Dark,7.49,11,2,1141,1338584
9780297817482,Far Horizon,9.75,1,0,5,3477338
9780752877013,Father Figure,4.57,3,0,3,10530092
9780140138894,Fires,12,2,1,12,361828
9780701176945,Good Voyage,6.11,3,1,38,2754152
9780460882040,Into a Towering Passion (Everyman's Poetry),2.79,3,0,18,8721851
9781901982343,Last Manly Man (A Robin Hudson Mystery),4.8,2,0,15,9010842
9780413694409,Liliane: Resurrection of the Daughter,19.99,1,1,1,2425574
9781852861575,London's Dark,5.5,3,3,78,1493146
9780486272733,Longfellow - Favorite Poems (Dover Thrift),1.99,5,0,1074,3263437
9781904316206,Man's Enemies (Bloodlines S.),5.05,1,0,2,8116277
9780747256014,Near and Dear,5.93,1,5,3,341662
9780434009299,Offcomer,4.64,6,2,1,2013555
9780460878272,Oliver Goldsmith - Poems (Everyman),3.3,7,0,55,5509528
9780460878241,Poetry Please!: Selected Poems (Everyman Poetry),4.61,19,5,1170,436919
9781857024296,Polite Sex,3.88,2,1,4,942103
9781902852393,Sacrifice,12.79,1,0,2,5902551
9780755322527,Simply Divine: AND Bad Heir Day,7.99,1,2,999,2003253
9781899344741,Small Change,2.61,1,0,2,12237895
9781562010232,Sundancer,5.79,2,0,1000,7534015
9780712670791,The Eighth Day,9.8,2,0,3,10666157
9780460879910,William Cowper (Everyman Poetry),4.8,3,4,1050,187307
9781901986013,Felicity's Wedding,3.79,9,0,10,9142120
9781683690863,We sold our souls,8.99,1,7,999,42428
9781782095866,100 Facts Ancient Rome,3.34,22,3,1053,597838
9781786170545,100 Facts Archaeology,2.5,9,4,60,383616
9781782093459,100 Facts Arms and Armour,6.95,3,0,133,2000000
9781848104723,100 Facts Astronomy,3.25,13,0,1166,1905449
9781789892581,100 Facts Birds,6.75,3,0,121,2000000
9781848102637,100 Facts Birds of Prey,6.46,13,3,1039,557471
9781842369609,100 Facts British History,3.29,12,4,62,927986
9781782095873,100 Facts Bugs,5.94,15,2,152,1367084
9781786170118,100 Facts Butterflies and moths,5.27,7,1,118,2192969
9781848109124,100 Facts Dinosaur,4.74,18,2,165,450285
9781848101029,100 Facts Elephants,3.19,11,3,1,612595
9781848102316,100 Facts Endangered animals,5.99,5,29,1031,19862
9781789892789,100 Facts Extreme earth,6.99,2,0,1099,2000000
9781848101647,100 Facts Fossils,5.44,17,3,1037,493254
9781786170132,100 Facts Horses and Ponies,6.31,5,5,1116,229324
9781789892628,100 Facts Inventions,6.99,2,0,1099,2000000
9781782093732,100 Facts Kings and Queens,4.34,20,3,1345,462365
9781789892635,100 Facts Knights and Castles,6.99,2,0,1099,2000000
9781848102347,100 Facts Monkeys and apes,5.99,6,24,145,204808
9781848101067,100 Facts Mummies,2.82,5,0,1124,2092783
9781786173553,100 Facts Nocturnal animals,5.27,7,5,1139,158728
9781782093855,100 Facts Prehistoric life,6.98,3,0,1011,2000000
9781786170668,100 Facts Rainforests,7.19,5,19,72,26927
